Name,Sex,Age,Height,Weight,Team,Year,Season,City,Sport,Medal
Veronica Angella Campbell-Brown,F,34.0,168.0,58.0,Jamaica,2016,Summer,Rio de Janeiro,Athletics,Silver
Alisa Peta Camplin (-Warner),F,27.0,157.0,49.0,Australia,2002,Winter,Salt Lake City,Freestyle Skiing,Gold
Alisa Peta Camplin (-Warner),F,31.0,157.0,49.0,Australia,2006,Winter,Torino,Freestyle Skiing,Bronze
Niccol Campriani,M,24.0,177.0,80.0,Italy,2012,Summer,London,Shooting,Silver
Niccol Campriani,M,24.0,177.0,80.0,Italy,2012,Summer,London,Shooting,Gold
Niccol Campriani,M,28.0,177.0,80.0,Italy,2016,Summer,Rio de Janeiro,Shooting,Gold
Eyp Can,M,19.0,165.0,51.0,Turkey,1984,Summer,Los Angeles,Boxing,Bronze
Fabian Cancellara,M,27.0,186.0,81.0,Switzerland,2008,Summer,Beijing,Cycling,Silver
Fabian Cancellara,M,27.0,186.0,81.0,Switzerland,2008,Summer,Beijing,Cycling,Gold
Fabian Cancellara,M,35.0,186.0,81.0,Switzerland,2016,Summer,Rio de Janeiro,Cycling,Gold
Philippe Christophe Luciene Candeloro,M,21.0,170.0,60.0,France,1994,Winter,Lillehammer,Figure Skating,Bronze
Philippe Christophe Luciene Candeloro,M,25.0,170.0,60.0,France,1998,Winter,Nagano,Figure Skating,Bronze
Hans Candrian,M,29.0,178.0,93.0,Switzerland-1,1968,Winter,Grenoble,Bobsleigh,Bronze
Rafael Caizares Poey,M,22.0,180.0,82.0,Cuba,1972,Summer,Munich,Basketball,Bronze
Ferrol Cannard,M,27.0,184.0,80.0,France,2006,Winter,Torino,Biathlon,Bronze
Luca Cantagalli,M,30.0,189.0,94.0,Italy,1996,Summer,Atlanta,Volleyball,Silver
Ernesto Canto Gudio,M,24.0,170.0,60.0,Mexico,1984,Summer,Los Angeles,Athletics,Gold
Flvio Vianna de Ulha Canto,M,29.0,179.0,81.0,Brazil,2004,Summer,Athina,Judo,Bronze
Christian Cantwell,M,27.0,193.0,154.0,United States,2008,Summer,Beijing,Athletics,Silver
Cao Lei,F,24.0,168.0,75.0,China,2008,Summer,Beijing,Weightlifting,Gold
Cao Mianying,F,29.0,176.0,71.0,China,1996,Summer,Atlanta,Rowing,Silver
Cao Yuan,M,17.0,160.0,42.0,China,2012,Summer,London,Diving,Gold
Cao Yuan,M,21.0,160.0,42.0,China,2016,Summer,Rio de Janeiro,Diving,Gold
Cao Yuan,M,21.0,160.0,42.0,China,2016,Summer,Rio de Janeiro,Diving,Bronze
Cao Zhongrong,M,30.0,180.0,73.0,China,2012,Summer,London,Modern Pentathlon,Silver
Reto Capadrutt,M,19.0,175.0,55.0,Switzerland-2,1932,Winter,Lake Placid,Bobsleigh,Silver
Reto Capadrutt,M,23.0,175.0,55.0,Switzerland-1,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Silver
Libor Capalini,M,31.0,174.0,64.0,Czech Republic,2004,Summer,Athina,Modern Pentathlon,Bronze
Joan Capdevila Mndez,M,22.0,182.0,78.0,Spain,2000,Summer,Sydney,Football,Silver
Christophe Capelle,M,28.0,184.0,73.0,France,1996,Summer,Atlanta,Cycling,Gold
Nadine Capellmann (-Biffar-),F,35.0,166.0,51.0,Germany,2000,Summer,Sydney,Equestrianism,Gold
Nadine Capellmann (-Biffar-),F,43.0,166.0,51.0,Elvis Va,2008,Summer,Beijing,Equestrianism,Gold
Lee Capes (-Nobbs),F,26.0,170.0,60.0,Australia,1988,Summer,Seoul,Hockey,Gold
Michelle Edith Capes-Hager,F,21.0,167.0,62.0,Australia,1988,Summer,Seoul,Hockey,Gold
Vlado aplji,M,22.0,180.0,72.0,Yugoslavia,1984,Summer,Los Angeles,Football,Bronze
Federico Cappellazzo,M,23.0,175.0,70.0,Italy,2004,Summer,Athina,Swimming,Bronze
Giulio Cappelli,M,25.0,174.0,72.0,Italy,1936,Summer,Berlin,Football,Gold
Jennifer Marie Capriati,F,16.0,173.0,61.0,United States,1992,Summer,Barcelona,Tennis,Gold
Corina Oana Cprioriu,F,26.0,161.0,57.0,Romania,2012,Summer,London,Judo,Silver
Marta Capurso,F,25.0,155.0,55.0,Italy,2006,Winter,Torino,Short Track Speed Skating,Bronze
Petre Capusta,M,23.0,171.0,77.0,Romania,1980,Summer,Moskva,Canoeing,Silver
Bruno Carabetta,M,22.0,172.0,72.0,France,1988,Summer,Seoul,Judo,Bronze
Benot Pierre Caranobe,M,28.0,164.0,60.0,France,2008,Summer,Beijing,Gymnastics,Bronze
Michael Carbajal,M,21.0,165.0,48.0,United States,1988,Summer,Seoul,Boxing,Silver
Sally May Carbon (-Bell),F,21.0,165.0,59.0,Australia,1988,Summer,Seoul,Hockey,Gold
Lorenzo Carboncini,M,23.0,191.0,91.0,Italy,2000,Summer,Sydney,Rowing,Silver
Ona Carbonell Ballestero,F,22.0,174.0,54.0,Spain,2012,Summer,London,Synchronized Swimming,Silver
Ona Carbonell Ballestero,F,22.0,174.0,54.0,Spain,2012,Summer,London,Synchronized Swimming,Bronze
"Patricia ""Patty"" Cardenas",F,23.0,170.0,73.0,United States,2008,Summer,Beijing,Water Polo,Silver
Jos Saturnino Cardozo Otaz,M,33.0,189.0,83.0,Paraguay,2004,Summer,Athina,Football,Silver
"Hamilton ""Careca"" de Souza",M,19.0,170.0,67.0,Brazil,1988,Summer,Seoul,Football,Silver
Jacques Carette,M,25.0,176.0,63.0,France,1972,Summer,Munich,Athletics,Bronze
Mary Louise Carew (-Armstrong),F,18.0,157.0,45.0,United States,1932,Summer,Los Angeles,Athletics,Gold
"Richard John ""Rick"" Carey",M,21.0,183.0,82.0,United States,1984,Summer,Los Angeles,Swimming,Gold
"Antnio Carlos ""Carlo"" Aguilar Gouveia",M,27.0,196.0,93.0,Brazil,1992,Summer,Barcelona,Volleyball,Gold
Gustaf Fredrik Carln,M,21.0,177.0,67.0,Sweden,1912,Summer,Stockholm,Athletics,Gold
Per Arne Owe Carln,M,31.0,195.0,97.0,Sweden,1992,Summer,Barcelona,Handball,Silver
Per Arne Owe Carln,M,35.0,195.0,97.0,Sweden,1996,Summer,Atlanta,Handball,Silver
Laura Gabriela Crlescu-Badea,F,22.0,168.0,56.0,Romania,1992,Summer,Barcelona,Fencing,Bronze
Laura Gabriela Crlescu-Badea,F,26.0,168.0,56.0,Romania,1996,Summer,Atlanta,Fencing,Gold
Laura Gabriela Crlescu-Badea,F,26.0,168.0,56.0,Romania,1996,Summer,Atlanta,Fencing,Silver
Gillian Carleton,F,22.0,179.0,68.0,Canada,2012,Summer,London,Cycling,Bronze
"Jazmin Roxy ""Jazz"" Carlin",F,25.0,175.0,57.0,Great Britain,2016,Summer,Rio de Janeiro,Swimming,Silver
"Daniel Thomas ""Dan"" Carlisle",M,28.0,183.0,79.0,United States,1984,Summer,Los Angeles,Shooting,Bronze
John Wesley Carlos,M,23.0,193.0,85.0,United States,1968,Summer,Mexico City,Athletics,Bronze
Agnete Synnve Carlsen,F,25.0,167.0,61.0,Norway,1996,Summer,Atlanta,Football,Bronze
Aron Lars-Gran Carlsson,M,30.0,183.0,91.0,Sweden,1980,Summer,Moskva,Shooting,Silver
Guy Albert Carlton,M,30.0,183.0,110.0,United States,1984,Summer,Los Angeles,Weightlifting,Bronze
"William H. ""Bill"" Carlucci",M,29.0,178.0,73.0,United States,1996,Summer,Atlanta,Rowing,Bronze
Malcolm James Carmichael,M,24.0,185.0,80.0,Great Britain,1980,Summer,Moskva,Rowing,Bronze
Nelson Graham Carmichael,M,26.0,178.0,79.0,United States,1992,Winter,Albertville,Freestyle Skiing,Bronze
Giovanni Carminucci,M,20.0,169.0,68.0,Italy,1960,Summer,Roma,Gymnastics,Bronze
Giovanni Carminucci,M,20.0,169.0,68.0,Italy,1960,Summer,Roma,Gymnastics,Silver
Pasquale Carminucci,M,22.0,163.0,65.0,Italy,1960,Summer,Roma,Gymnastics,Bronze
"Robert John ""Bob"" Carmody",M,26.0,158.0,51.0,United States,1964,Summer,Tokyo,Boxing,Bronze
Adriana Carmona Gutirrez,F,30.0,177.0,75.0,Venezuela,2004,Summer,Athina,Taekwondo,Bronze
Wlter Carmona,M,27.0,183.0,86.0,Brazil,1984,Summer,Los Angeles,Judo,Bronze
Olivia Frances Carnegie-Brown,F,25.0,181.0,73.0,Great Britain,2016,Summer,Rio de Janeiro,Rowing,Silver
"Lester Nelson ""Les"" Carney",M,26.0,178.0,75.0,United States,1960,Summer,Roma,Athletics,Silver
Maurizio Carnino,M,18.0,184.0,83.0,Italy,1994,Winter,Lillehammer,Short Track Speed Skating,Gold
Maurizio Carnino,M,26.0,184.0,83.0,Italy,2002,Winter,Salt Lake City,Short Track Speed Skating,Silver
"Carolina ""Carol"" Demartini de Albuquerque",F,31.0,182.0,76.0,Brazil,2008,Summer,Beijing,Volleyball,Gold
"Christine ""Kiki"" Caron (-Garin)",F,16.0,172.0,66.0,France,1964,Summer,Tokyo,Swimming,Silver
Stphan Malcolm Caron,M,22.0,200.0,82.0,France,1988,Summer,Seoul,Swimming,Bronze
Stphan Malcolm Caron,M,26.0,200.0,82.0,France,1992,Summer,Barcelona,Swimming,Bronze
Stefano Carozzo,M,29.0,193.0,82.0,Italy,2008,Summer,Beijing,Fencing,Bronze
Marissa Carpadios,F,26.0,164.0,72.0,Australia,2004,Summer,Athina,Softball,Silver
"Alexandra ""Alex"" Carpenter",F,19.0,170.0,70.0,United States,2014,Winter,Sochi,Ice Hockey,Silver
Gordon C. Carpenter,M,28.0,200.0,100.0,United States,1948,Summer,London,Basketball,Gold
"William Kenneth ""Ken"" Carpenter",M,23.0,190.0,102.0,United States,1936,Summer,Berlin,Athletics,Gold
Kip Carpenter,M,22.0,178.0,73.0,United States,2002,Winter,Salt Lake City,Speed Skating,Bronze
"Helen Constance ""Connie"" Carpenter-Phinney",F,27.0,178.0,59.0,United States,1984,Summer,Los Angeles,Cycling,Gold
"William Arthur ""Bill"" Carr",M,22.0,172.0,66.0,United States,1932,Summer,Los Angeles,Athletics,Gold
"Catherine L. ""Cathy"" Carr (-West)",F,18.0,170.0,52.0,United States,1972,Summer,Munich,Swimming,Gold
Henry William Carr,M,21.0,191.0,84.0,United States,1964,Summer,Tokyo,Athletics,Gold
"Kenneth Alan ""Kenny"" Carr",M,20.0,200.0,102.0,United States,1976,Summer,Montreal,Basketball,Gold
"Nathaniel ""Nate"" Carr",M,28.0,165.0,68.0,United States,1988,Summer,Seoul,Wrestling,Bronze
Sabin William Carr,M,23.0,185.0,76.0,United States,1928,Summer,Amsterdam,Athletics,Gold
Cecilia Carranza Saroli,F,29.0,164.0,63.0,Argentina,2016,Summer,Rio de Janeiro,Sailing,Gold
Pieralberto Carrara,M,31.0,173.0,57.0,Italy,1998,Winter,Nagano,Biathlon,Silver
Michel Robert Carrega,M,37.0,178.0,83.0,France,1972,Summer,Munich,Shooting,Silver
Ricardo Luis Carreras,M,22.0,169.0,54.0,United States,1972,Summer,Munich,Boxing,Bronze
Sara Maree Carrigan,F,23.0,168.0,60.0,Australia,2004,Summer,Athina,Cycling,Gold
Gilberto Carrillo Quesada,M,21.0,188.0,81.0,Cuba,1972,Summer,Munich,Boxing,Silver
Nancy Carrillo de la Paz,F,18.0,190.0,74.0,Cuba,2004,Summer,Athina,Volleyball,Bronze
Lisa Carrington,F,23.0,168.0,63.0,New Zealand,2012,Summer,London,Canoeing,Gold
Lisa Carrington,F,27.0,168.0,63.0,New Zealand,2016,Summer,Rio de Janeiro,Canoeing,Gold
Lisa Carrington,F,27.0,168.0,63.0,New Zealand,2016,Summer,Rio de Janeiro,Canoeing,Bronze
Joel Carroll,M,25.0,184.0,89.0,Australia,2012,Summer,London,Hockey,Bronze
Julian Paul Carroll,M,17.0,188.0,80.0,Australia,1960,Summer,Roma,Swimming,Silver
Michael Carruth,M,25.0,173.0,59.0,Ireland,1992,Summer,Barcelona,Boxing,Gold
"Caitlin A. ""Kitty"" Carruthers (-Conrad)",F,22.0,152.0,44.0,United States-1,1984,Winter,Sarajevo,Figure Skating,Silver
Peter W. Carruthers,M,24.0,180.0,70.0,United States-1,1984,Winter,Sarajevo,Figure Skating,Silver
Stuart Cameron Carruthers,M,26.0,176.0,75.0,Australia,1996,Summer,Atlanta,Hockey,Bronze
Fabio Carta,M,24.0,172.0,74.0,Italy,2002,Winter,Salt Lake City,Short Track Speed Skating,Silver
Hamish Clive Carter,M,33.0,183.0,75.0,New Zealand,2004,Summer,Athina,Triathlon,Gold
"Jeffrey J. ""Jeff"" Carter",M,29.0,190.0,90.0,Canada,2014,Winter,Sochi,Ice Hockey,Gold
Michelle Denee Carter,F,30.0,176.0,136.0,United States,2016,Summer,Rio de Janeiro,Athletics,Gold
"Michael D'Andrea ""Mike"" Carter",M,23.0,189.0,127.0,United States,1984,Summer,Los Angeles,Athletics,Silver
Nesta Carter,M,26.0,178.0,70.0,Jamaica,2012,Summer,London,Athletics,Gold
"Vincent Lamar ""Vince"" Carter",M,23.0,195.0,102.0,United States,2000,Summer,Sydney,Basketball,Gold
"Nathaniel John ""Nate"" Cartmell",M,21.0,182.0,71.0,United States,1904,Summer,St. Louis,Athletics,Silver
"Nathaniel John ""Nate"" Cartmell",M,25.0,182.0,71.0,United States,1908,Summer,London,Athletics,Bronze
"Nathaniel John ""Nate"" Cartmell",M,25.0,182.0,71.0,United States,1908,Summer,London,Athletics,Gold
Oliver Caruso,M,22.0,178.0,83.0,Germany,1996,Summer,Atlanta,Weightlifting,Bronze
"Edward Julius ""Ed"" Caruthers Jr.",M,23.0,196.0,93.0,United States,1968,Summer,Mexico City,Athletics,Silver
Magalys Esther Carvajal Rivera,F,23.0,190.0,77.0,Cuba,1992,Summer,Barcelona,Volleyball,Gold
Magalys Esther Carvajal Rivera,F,27.0,190.0,77.0,Cuba,1996,Summer,Atlanta,Volleyball,Gold
Claire Rhiannon Carver-Dias,F,23.0,167.0,54.0,Canada,2000,Summer,Sydney,Synchronized Swimming,Bronze
Chad Robb Carvin,M,26.0,188.0,84.0,United States,2000,Summer,Sydney,Swimming,Silver
Anna Casagrande,F,21.0,165.0,57.0,Italy,1980,Summer,Moskva,Equestrianism,Silver
Sergio Casal Martnez,M,26.0,186.0,75.0,Spain,1988,Summer,Seoul,Tennis,Silver
Jol Casamayor Johnson,M,21.0,154.0,54.0,Cuba,1992,Summer,Barcelona,Boxing,Gold
Alejandro Francisco Casaas Ramrez,M,22.0,188.0,79.0,Cuba,1976,Summer,Montreal,Athletics,Silver
Alejandro Francisco Casaas Ramrez,M,26.0,188.0,79.0,Cuba,1980,Summer,Moskva,Athletics,Silver
Caroline Casaretto,F,26.0,167.0,64.0,Germany,2004,Summer,Athina,Hockey,Gold
Fabio Casartelli,M,21.0,185.0,72.0,Italy,1992,Summer,Barcelona,Cycling,Gold
Raffaello Caserta,M,23.0,181.0,76.0,Italy,1996,Summer,Atlanta,Fencing,Bronze
"Levi Burnside ""Lee"" Casey",M,23.0,185.0,84.0,United States,1928,Summer,Amsterdam,Athletics,Silver
"Swintayla Marie ""Swin"" Cash",F,24.0,185.0,74.0,United States,2004,Summer,Athina,Basketball,Gold
"Swintayla Marie ""Swin"" Cash",F,32.0,185.0,74.0,United States,2012,Summer,London,Basketball,Gold
Karen Cashman (-Lehmann),F,22.0,165.0,61.0,United States,1994,Winter,Lillehammer,Short Track Speed Skating,Bronze
Vra slavsk (-Odloilov),F,18.0,160.0,58.0,Czechoslovakia,1960,Summer,Roma,Gymnastics,Silver
Vra slavsk (-Odloilov),F,22.0,160.0,58.0,Czechoslovakia,1964,Summer,Tokyo,Gymnastics,Gold
Vra slavsk (-Odloilov),F,22.0,160.0,58.0,Czechoslovakia,1964,Summer,Tokyo,Gymnastics,Silver
Vra slavsk (-Odloilov),F,26.0,160.0,58.0,Czechoslovakia,1968,Summer,Mexico City,Gymnastics,Gold
Vra slavsk (-Odloilov),F,26.0,160.0,58.0,Czechoslovakia,1968,Summer,Mexico City,Gymnastics,Silver
Charlotte Caslick,F,21.0,172.0,65.0,Australia,2016,Summer,Rio de Janeiro,Rugby Sevens,Gold
Andrea Cassar,M,20.0,193.0,93.0,Italy,2004,Summer,Athina,Fencing,Bronze
Andrea Cassar,M,20.0,193.0,93.0,Italy,2004,Summer,Athina,Fencing,Gold
Andrea Cassar,M,28.0,193.0,93.0,Italy,2012,Summer,London,Fencing,Gold
Laurent Aim Cassayet-Armagnac,M,31.0,183.0,88.0,France,1924,Summer,Paris,Rugby,Silver
Ollan Conley Cassell,M,27.0,185.0,75.0,United States,1964,Summer,Tokyo,Athletics,Gold
Igor Cassina,M,26.0,180.0,73.0,Italy,2004,Summer,Athina,Gymnastics,Gold
Luigi Castagnola,M,23.0,175.0,65.0,Italy,1976,Summer,Montreal,Water Polo,Silver
Matteo Castaldo,M,30.0,188.0,86.0,Italy,2016,Summer,Rio de Janeiro,Rowing,Bronze
Carlos Castao Panadero,M,25.0,178.0,68.0,Spain,2004,Summer,Athina,Cycling,Bronze
Daniel Jorge Castellani,M,27.0,195.0,83.0,Argentina,1988,Summer,Seoul,Volleyball,Bronze
Marissa Castelli,F,23.0,152.0,48.0,United States,2014,Winter,Sochi,Figure Skating,Bronze
Yalennis Castillo Ramrez,F,22.0,174.0,78.0,Cuba,2008,Summer,Beijing,Judo,Silver
Naomi Sandra Castle,F,26.0,180.0,72.0,Australia,2000,Summer,Sydney,Water Polo,Gold
Kristi Castlin,F,28.0,170.0,60.0,United States,2016,Summer,Rio de Janeiro,Athletics,Bronze
Roberto Marcelo Castrillo Garca,M,39.0,160.0,58.0,Cuba,1980,Summer,Moskva,Shooting,Bronze
Danel Castro Muagorri,M,24.0,173.0,100.0,Cuba,2000,Summer,Sydney,Baseball,Silver
Omar Catari Peraza,M,20.0,170.0,57.0,Venezuela,1984,Summer,Los Angeles,Boxing,Bronze
Tamika Devonne Catchings,F,25.0,185.0,77.0,United States,2004,Summer,Athina,Basketball,Gold
Tamika Devonne Catchings,F,29.0,185.0,77.0,United States,2008,Summer,Beijing,Basketball,Gold
Tamika Devonne Catchings,F,33.0,185.0,77.0,United States,2012,Summer,London,Basketball,Gold
Tamika Devonne Catchings,F,37.0,185.0,77.0,United States,2016,Summer,Rio de Janeiro,Basketball,Gold
Ethel Hannah Catherwood (-McLaren -Mitchell),F,20.0,178.0,58.0,Canada,1928,Summer,Amsterdam,Athletics,Gold
Kelly Catlin,F,20.0,168.0,63.0,United States,2016,Summer,Rio de Janeiro,Cycling,Silver
Jan Magnus Cato,M,25.0,187.0,85.0,Sweden,1992,Summer,Barcelona,Handball,Silver
Sylvio Paul Cator,M,27.0,178.0,75.0,Haiti,1928,Summer,Amsterdam,Athletics,Silver
"Robert Lewis ""Bob"" Cattrall",M,26.0,182.0,75.0,Great Britain,1984,Summer,Los Angeles,Hockey,Bronze
Tracy Ann Caulkins (-Stockwell),F,21.0,175.0,60.0,United States,1984,Summer,Los Angeles,Swimming,Gold
Terrance Davan Cauthen,M,20.0,175.0,60.0,United States,1996,Summer,Atlanta,Boxing,Bronze
Massimo Cavaliere,M,25.0,175.0,70.0,Italy,1988,Summer,Seoul,Fencing,Bronze
Martina Cavallero,F,22.0,163.0,58.0,Argentina,2012,Summer,London,Hockey,Silver
Pablo Oscar Cavallero Rodrguez,M,22.0,184.0,81.0,Argentina,1996,Summer,Atlanta,Football,Silver
Franco Cavallo,M,36.0,182.0,80.0,Italy,1968,Summer,Mexico City,Sailing,Bronze
"Christopher Carl ""Chris"" Cavanaugh",M,22.0,193.0,88.0,United States,1984,Summer,Los Angeles,Swimming,Gold
Patrik avar,M,25.0,203.0,101.0,Croatia,1996,Summer,Atlanta,Handball,Gold
Mark Simon Cavendish,M,31.0,175.0,70.0,Great Britain,2016,Summer,Rio de Janeiro,Cycling,Silver
Milorad avi,M,24.0,198.0,87.0,Serbia,2008,Summer,Beijing,Swimming,Silver
"Warren Jay ""Rex"" Cawley",M,24.0,183.0,75.0,United States,1964,Summer,Tokyo,Athletics,Gold
Shirley Cawley (-Berry),F,20.0,168.0,56.0,Great Britain,1952,Summer,Helsinki,Athletics,Bronze
Saa ao,F,27.0,178.0,72.0,Serbia,2016,Summer,Rio de Janeiro,Basketball,Bronze
Petre Ceapura,M,30.0,188.0,94.0,Romania,1972,Summer,Munich,Rowing,Bronze
Daniela Ceccarelli,F,26.0,168.0,60.0,Italy,2002,Winter,Salt Lake City,Alpine Skiing,Gold
"Donovan ""Donnie"" Cech",M,30.0,198.0,91.0,South Africa,2004,Summer,Athina,Rowing,Bronze
Jane Barbro Irne Cederqvist,F,15.0,172.0,66.0,Sweden,1960,Summer,Roma,Swimming,Silver
Henry Carlos Cejudo,M,21.0,165.0,55.0,United States,2008,Summer,Beijing,Wrestling,Gold
Zlatko Celent,M,28.0,197.0,95.0,Yugoslavia,1980,Summer,Moskva,Rowing,Bronze
"John Robert ""J. R."" Celski",M,19.0,173.0,63.0,United States,2010,Winter,Vancouver,Short Track Speed Skating,Bronze
"John Robert ""J. R."" Celski",M,23.0,173.0,63.0,United States,2014,Winter,Sochi,Short Track Speed Skating,Silver
"Matthew Gerald ""Matt"" Centrowitz Jr.",M,26.0,176.0,65.0,United States,2016,Summer,Rio de Janeiro,Athletics,Gold
Frederich Cepeda Cruz,M,24.0,177.0,94.0,Cuba,2004,Summer,Athina,Baseball,Gold
Frederich Cepeda Cruz,M,28.0,177.0,94.0,Cuba,2008,Summer,Beijing,Baseball,Silver
Jolanda eplak (Steblovnik-),F,27.0,168.0,54.0,Slovenia,2004,Summer,Athina,Athletics,Bronze
Jonas epulis,M,29.0,185.0,92.0,Soviet Union,1968,Summer,Mexico City,Boxing,Silver
Miroslav Cerar,M,24.0,172.0,73.0,Yugoslavia,1964,Summer,Tokyo,Gymnastics,Bronze
Miroslav Cerar,M,24.0,172.0,73.0,Yugoslavia,1964,Summer,Tokyo,Gymnastics,Gold
Miroslav Cerar,M,28.0,172.0,73.0,Yugoslavia,1968,Summer,Mexico City,Gymnastics,Gold
Marc Yves Michel Cerboni,M,28.0,176.0,70.0,France,1984,Summer,Los Angeles,Fencing,Bronze
Simone Cercato,M,29.0,178.0,72.0,Italy,2004,Summer,Athina,Swimming,Bronze
Stefano Cerioni,M,20.0,191.0,87.0,Italy,1984,Summer,Los Angeles,Fencing,Bronze
Stefano Cerioni,M,20.0,191.0,87.0,Italy,1984,Summer,Los Angeles,Fencing,Gold
Stefano Cerioni,M,24.0,191.0,87.0,Italy,1988,Summer,Seoul,Fencing,Gold
Dragutin ermak,M,24.0,190.0,92.0,Yugoslavia,1968,Summer,Mexico City,Basketball,Silver
Petr ermk,M,21.0,190.0,79.0,Czechoslovakia,1964,Summer,Tokyo,Rowing,Bronze
Jiina ermkov (Hrabtov-),F,35.0,168.0,59.0,Czechoslovakia,1980,Summer,Moskva,Hockey,Silver
Ion Cernea,M,23.0,161.0,57.0,Romania,1960,Summer,Roma,Wrestling,Silver
Ion Cernea,M,27.0,161.0,57.0,Romania,1964,Summer,Tokyo,Wrestling,Bronze
Matej Cernic,M,25.0,192.0,80.0,Italy,2004,Summer,Athina,Volleyball,Silver
Frantiek ernk,M,30.0,175.0,84.0,Czechoslovakia,1984,Winter,Sarajevo,Ice Hockey,Silver
Giovanni Cernogoraz,M,29.0,186.0,90.0,Croatia,2012,Summer,London,Shooting,Gold
Josef ern,M,24.0,176.0,78.0,Czechoslovakia,1964,Winter,Innsbruck,Ice Hockey,Bronze
Josef ern,M,28.0,176.0,78.0,Czechoslovakia,1968,Winter,Grenoble,Ice Hockey,Silver
Josef ern,M,32.0,176.0,78.0,Czechoslovakia,1972,Winter,Sapporo,Ice Hockey,Bronze
Teodor ern,M,23.0,173.0,74.0,Czechoslovakia,1980,Summer,Moskva,Cycling,Bronze
Luisa Haydee Cervera Cevedon,F,24.0,173.0,70.0,Peru,1988,Summer,Seoul,Volleyball,Silver
Aldona esaityt-Nennien,F,26.0,172.0,70.0,Soviet Union,1976,Summer,Montreal,Handball,Gold
Aldona esaityt-Nennien,F,30.0,172.0,70.0,Soviet Union,1980,Summer,Moskva,Handball,Gold
Jos ngel Csar Delgado,M,22.0,178.0,75.0,Cuba,2000,Summer,Sydney,Athletics,Bronze
"Vladislavas ""Vladas"" esinas",M,32.0,183.0,83.0,Soviet Union,1972,Summer,Munich,Canoeing,Gold
"Matthew J. ""Matt"" Cetlinski",M,23.0,183.0,73.0,United States,1988,Summer,Seoul,Swimming,Gold
Vladimir Ch'ant'uria,M,22.0,186.0,91.0,Georgia,2000,Summer,Sydney,Boxing,Bronze
Cha Yeong-Cheol,M,29.0,172.0,65.0,South Korea,1988,Summer,Seoul,Shooting,Silver
Ak'ak'i Chachua,M,30.0,168.0,60.0,Georgia,2000,Summer,Sydney,Wrestling,Bronze
Julio Pablo Chacn,M,21.0,162.0,57.0,Argentina,1996,Summer,Atlanta,Boxing,Bronze
Louis Chaillot,M,18.0,168.0,67.0,France,1932,Summer,Los Angeles,Cycling,Silver
Louis Chaillot,M,18.0,168.0,67.0,France,1932,Summer,Los Angeles,Cycling,Gold
Louis Chaillot,M,22.0,168.0,67.0,France,1936,Summer,Berlin,Cycling,Bronze
Rakhim Ruslanovich Chakhkiyev,M,25.0,183.0,91.0,Russia,2008,Summer,Beijing,Boxing,Gold
Davit Gochayevich Chakvetadze,M,23.0,174.0,85.0,Russia,2016,Summer,Rio de Janeiro,Wrestling,Gold
Angela Frances Chalmers (-Espinoza),F,28.0,170.0,56.0,Canada,1992,Summer,Barcelona,Athletics,Bronze
Kyle Chalmers,M,18.0,193.0,90.0,Australia,2016,Summer,Rio de Janeiro,Swimming,Gold
Kyle Chalmers,M,18.0,193.0,90.0,Australia,2016,Summer,Rio de Janeiro,Swimming,Bronze
Milan Chalupa,M,22.0,178.0,82.0,Czechoslovakia,1976,Winter,Innsbruck,Ice Hockey,Silver
Milan Chalupa,M,30.0,178.0,82.0,Czechoslovakia,1984,Winter,Sarajevo,Ice Hockey,Silver
Vclav Chalupa Jr.,M,24.0,194.0,100.0,Czechoslovakia,1992,Summer,Barcelona,Rowing,Silver
Lori Christine Chalupny,F,24.0,163.0,61.0,United States,2008,Summer,Beijing,Football,Gold
Marise Ann Millicent Chamberlain (-Stephen -Schou),F,28.0,169.0,55.0,New Zealand,1964,Summer,Tokyo,Athletics,Bronze
Carlton Chambers,M,21.0,183.0,73.0,Canada,1996,Summer,Atlanta,Athletics,Gold
Peter Chambers,M,22.0,186.0,72.0,Great Britain,2012,Summer,London,Rowing,Silver
Richard Scott Chambers,M,27.0,183.0,74.0,Great Britain,2012,Summer,London,Rowing,Silver
Frank Chamizo Marquez,M,24.0,172.0,65.0,Italy,2016,Summer,Rio de Janeiro,Wrestling,Bronze
Miles Cleveland Chamley-Watson,M,26.0,193.0,80.0,United States,2016,Summer,Rio de Janeiro,Fencing,Bronze
Henri Chammartin,M,33.0,176.0,71.0,Switzerland,1952,Summer,Helsinki,Equestrianism,Silver
Henri Chammartin,M,37.0,176.0,71.0,Switzerland,1956,Summer,Stockholm,Equestrianism,Bronze
Henri Chammartin,M,46.0,176.0,71.0,Switzerland,1964,Summer,Tokyo,Equestrianism,Gold
Henri Chammartin,M,46.0,176.0,71.0,Switzerland,1964,Summer,Tokyo,Equestrianism,Silver
Henri Chammartin,M,50.0,176.0,71.0,Switzerland,1968,Summer,Mexico City,Equestrianism,Bronze
